coin_number,title,short_id,url,upload_date,duration
184,Silver Coin #184 has been found in #HuntTheMouse Singapore!,_7pl136_qQ8,https://www.youtube.com/shorts/_7pl136_qQ8,20241028,31
185,Silver Coin #185 has been found in #HuntTheMouse Singapore!,mZ1JmFj_1Yo,https://www.youtube.com/shorts/mZ1JmFj_1Yo,,
186,Silver Coin #186 has been found in #HuntTheMouse Singapore!,KeOd69FmVFw,https://www.youtube.com/shorts/KeOd69FmVFw,,
187,Silver Coin #187 has been found in #HuntTheMouse Singapore!,dSpNnTbheTE,https://www.youtube.com/shorts/dSpNnTbheTE,20241031,24
188,Silver Coin #188  has been found in #HuntTheMouse Singapore!,xn1zIFEE1HA,https://www.youtube.com/shorts/xn1zIFEE1HA,,
189,Silver Coin #189 has been found in #HuntTheMouse Singapore!,xugpLfwUCr4,https://www.youtube.com/shorts/xugpLfwUCr4,,
190,Silver Coin #190 has been found in #HuntTheMouse Singapore!,MOTTHoluzwc,https://www.youtube.com/shorts/MOTTHoluzwc,20241031,23
191,Silver Coin #191 has been found in #HuntTheMouse Singapore!,e8zlkqK35mI,https://www.youtube.com/shorts/e8zlkqK35mI,,
192,Silver Coin #192 has been found in #HuntTheMouse Singapore!,Srm1juOKFFM,https://www.youtube.com/shorts/Srm1juOKFFM,20241102,17
194,Silver Coin #194 has been found in #HuntTheMouse Singapore!,hJpGNDNgtfE,https://www.youtube.com/shorts/hJpGNDNgtfE,20241101,20
195,Silver Coin #195 has been found in #HuntTheMouse Singapore!,MtK3hb2hK8s,https://www.youtube.com/shorts/MtK3hb2hK8s,,
